Airline,Origin,Destination,Total_Delay,Latitude_OR,Longitude_OR,Latitude_DEST,Longitude_DEST
WN,DEN,OKC,9.06,39.861698150635,-104.672996521,35.39310073852539,-97.60070037841797
WN,DCA,PVD,9.04,38.8521,-77.037697,41.732601,-71.420403
WN,MDW,PHL,9.02,41.785999,-87.752403,39.87189865112305,-75.24109649658203
WN,LAS,PHX,9.02,36.08010101,-115.1520004,33.43429946899414,-112.01200103759766
WN,BWI,LAX,9.0,39.1754,-76.668297,33.94250107,-118.4079971
WN,DAL,RSW,9.0,32.847099,-96.851799,26.53619956970215,-81.75520324707031
WN,PHX,PHL,9.0,33.43429946899414,-112.01200103759766,39.87189865112305,-75.24109649658203
WN,MDW,MHT,9.0,41.785999,-87.752403,42.932598,-71.435699
WN,DAL,MDW,8.98,32.847099,-96.851799,41.785999,-87.752403
WN,MCO,SAT,8.95,28.429399490356445,-81.30899810791016,29.533700942993164,-98.46980285644531
WN,ATL,MSY,8.95,33.6367,-84.428101,29.99340057373047,-90.25800323486328
WN,SNA,AUS,8.95,33.67570114,-117.8679962,30.194499969482422,-97.6698989868164
WN,LAS,MCO,8.95,36.08010101,-115.1520004,28.429399490356445,-81.30899810791016
WN,DEN,DTW,8.95,39.861698150635,-104.672996521,42.212398529052734,-83.35340118408203
WN,LAS,ELP,8.94,36.08010101,-115.1520004,31.80719948,-106.3779984
WN,STL,PIT,8.93,38.748697,-90.370003,40.49150085,-80.23290253
WN,MSY,CMH,8.92,29.99340057373047,-90.25800323486328,39.998001,-82.891899
WN,MDW,MSP,8.92,41.785999,-87.752403,44.882,-93.221802
WN,LGA,STL,8.91,40.77719879,-73.87259674,38.748697,-90.370003
WN,DAL,ABQ,8.89,32.847099,-96.851799,35.040199,-106.609001
WN,OMA,DAL,8.88,41.3032,-95.894096,32.847099,-96.851799
WN,SMF,LAX,8.87,38.69540023803711,-121.59100341796875,33.94250107,-118.4079971
WN,ABQ,LAX,8.85,35.040199,-106.609001,33.94250107,-118.4079971
WN,SMF,SEA,8.85,38.69540023803711,-121.59100341796875,47.449001,-122.308998
WN,OAK,TUS,8.79,37.721298,-122.221001,32.1161003112793,-110.94100189208984
WN,SFO,STL,8.78,37.61899948120117,-122.375,38.748697,-90.370003
WN,DEN,LBB,8.78,39.861698150635,-104.672996521,33.663601,-101.822998
WN,MDW,SMF,8.77,41.785999,-87.752403,38.69540023803711,-121.59100341796875
WN,DEN,TUL,8.77,39.861698150635,-104.672996521,36.19839859008789,-95.88809967041016
WN,DEN,SEA,8.77,39.861698150635,-104.672996521,47.449001,-122.308998
WN,DCA,MSY,8.74,38.8521,-77.037697,29.99340057373047,-90.25800323486328
WN,ATL,CMH,8.74,33.6367,-84.428101,39.998001,-82.891899
WN,DEN,SLC,8.74,39.861698150635,-104.672996521,40.78839874267578,-111.97799682617188
WN,MDW,MEM,8.73,41.785999,-87.752403,35.04240036010742,-89.97669982910156
WN,MDW,SLC,8.73,41.785999,-87.752403,40.78839874267578,-111.97799682617188
WN,ORF,SAN,8.73,36.89459991455078,-76.20120239257812,32.7336006165,-117.190002441
WN,FLL,IND,8.72,26.072599,-80.152702,39.7173,-86.294403
WN,SEA,DAL,8.7,47.449001,-122.308998,32.847099,-96.851799
WN,DAL,LBB,8.7,32.847099,-96.851799,33.663601,-101.822998
WN,BWI,CLT,8.7,39.1754,-76.668297,35.2140007019043,-80.94309997558594
WN,PHX,BUF,8.66,33.43429946899414,-112.01200103759766,42.94049835,-78.73220062
WN,OAK,MSP,8.66,37.721298,-122.221001,44.882,-93.221802
WN,DEN,IAD,8.66,39.861698150635,-104.672996521,38.94449997,-77.45580292
WN,DEN,MKE,8.64,39.861698150635,-104.672996521,42.947200775146484,-87.89659881591797
WN,ATL,TPA,8.64,33.6367,-84.428101,27.975500106811523,-82.533203125
WN,DAL,SJC,8.64,32.847099,-96.851799,37.362598,-121.929001
WN,LAS,LIT,8.63,36.08010101,-115.1520004,34.729400634799994,-92.2242965698
WN,LAS,DAL,8.63,36.08010101,-115.1520004,32.847099,-96.851799
WN,MDW,CLT,8.62,41.785999,-87.752403,35.2140007019043,-80.94309997558594
WN,HOU,DCA,8.61,29.64539909,-95.27890015,38.8521,-77.037697
WN,DAL,STL,8.6,32.847099,-96.851799,38.748697,-90.370003
WN,MDW,ORF,8.6,41.785999,-87.752403,36.89459991455078,-76.20120239257812
WN,MDW,BWI,8.59,41.785999,-87.752403,39.1754,-76.668297
WN,LAX,PDX,8.58,33.94250107,-118.4079971,45.58869934,-122.5979996
WN,MSY,MCO,8.57,29.99340057373047,-90.25800323486328,28.429399490356445,-81.30899810791016
WN,STL,SJC,8.56,38.748697,-90.370003,37.362598,-121.929001
WN,SEA,MCI,8.55,47.449001,-122.308998,39.2976,-94.713898
WN,HOU,OAK,8.54,29.64539909,-95.27890015,37.721298,-122.221001
WN,TPA,LGA,8.53,27.975500106811523,-82.533203125,40.77719879,-73.87259674
WN,ATL,DTW,8.52,33.6367,-84.428101,42.212398529052734,-83.35340118408203
WN,LAS,IND,8.52,36.08010101,-115.1520004,39.7173,-86.294403
WN,ATL,MDW,8.51,33.6367,-84.428101,41.785999,-87.752403
WN,MCO,SJC,8.5,28.429399490356445,-81.30899810791016,37.362598,-121.929001
WN,LAX,AUS,8.5,33.94250107,-118.4079971,30.194499969482422,-97.6698989868164
WN,LAX,IND,8.49,33.94250107,-118.4079971,39.7173,-86.294403
WN,DAL,BOI,8.47,32.847099,-96.851799,43.5644,-116.223
WN,HOU,ATL,8.46,29.64539909,-95.27890015,33.6367,-84.428101
WN,DEN,LAX,8.45,39.861698150635,-104.672996521,33.94250107,-118.4079971
WN,CLT,BWI,8.43,35.2140007019043,-80.94309997558594,39.1754,-76.668297
WN,MDW,DAL,8.43,41.785999,-87.752403,32.847099,-96.851799
WN,SAN,SLC,8.42,32.7336006165,-117.190002441,40.78839874267578,-111.97799682617188
WN,SEA,LAS,8.41,47.449001,-122.308998,36.08010101,-115.1520004
WN,MDW,AUS,8.41,41.785999,-87.752403,30.194499969482422,-97.6698989868164
WN,MSY,FLL,8.39,29.99340057373047,-90.25800323486328,26.072599,-80.152702
WN,PHX,OKC,8.39,33.43429946899414,-112.01200103759766,35.39310073852539,-97.60070037841797
WN,DEN,SMF,8.38,39.861698150635,-104.672996521,38.69540023803711,-121.59100341796875
WN,ONT,SFO,8.37,34.055999755859375,-117.60099792480469,37.61899948120117,-122.375
WN,CLT,MDW,8.36,35.2140007019043,-80.94309997558594,41.785999,-87.752403
WN,STL,BDL,8.36,38.748697,-90.370003,41.9388999939,-72.68319702149999
WN,MCO,PHL,8.36,28.429399490356445,-81.30899810791016,39.87189865112305,-75.24109649658203
WN,DAL,SAT,8.35,32.847099,-96.851799,29.533700942993164,-98.46980285644531
WN,HOU,MCO,8.35,29.64539909,-95.27890015,28.429399490356445,-81.30899810791016
WN,ORF,BNA,8.35,36.89459991455078,-76.20120239257812,36.1245002746582,-86.6781997680664
WN,BOI,DAL,8.35,43.5644,-116.223,32.847099,-96.851799
WN,HOU,DAL,8.35,29.64539909,-95.27890015,32.847099,-96.851799
WN,MDW,JAX,8.34,41.785999,-87.752403,30.49410057067871,-81.68789672851562
WN,AUS,HOU,8.34,30.194499969482422,-97.6698989868164,29.64539909,-95.27890015
WN,DAL,OMA,8.34,32.847099,-96.851799,41.3032,-95.894096
WN,ELP,PHX,8.33,31.80719948,-106.3779984,33.43429946899414,-112.01200103759766
WN,SEA,BNA,8.33,47.449001,-122.308998,36.1245002746582,-86.6781997680664
WN,AUS,HRL,8.32,30.194499969482422,-97.6698989868164,26.228500366210938,-97.65440368652344
WN,ATL,PHX,8.3,33.6367,-84.428101,33.43429946899414,-112.01200103759766
WN,FLL,PVD,8.3,26.072599,-80.152702,41.732601,-71.420403
WN,LAS,MAF,8.27,36.08010101,-115.1520004,31.9424991607666,-102.2020034790039
WN,HOU,MEM,8.27,29.64539909,-95.27890015,35.04240036010742,-89.97669982910156
WN,MDW,ATL,8.27,41.785999,-87.752403,33.6367,-84.428101
WN,GRR,BWI,8.27,42.88079834,-85.52279663,39.1754,-76.668297
WN,BNA,RDU,8.26,36.1245002746582,-86.6781997680664,35.877601623535156,-78.7874984741211
WN,MDW,SAN,8.26,41.785999,-87.752403,32.7336006165,-117.190002441
WN,MCO,MEM,8.26,28.429399490356445,-81.30899810791016,35.04240036010742,-89.97669982910156
WN,DEN,IND,8.23,39.861698150635,-104.672996521,39.7173,-86.294403
WN,ATL,JAX,8.22,33.6367,-84.428101,30.49410057067871,-81.68789672851562
WN,STL,BWI,8.22,38.748697,-90.370003,39.1754,-76.668297
WN,MDW,MSY,8.21,41.785999,-87.752403,29.99340057373047,-90.25800323486328
WN,HOU,OKC,8.2,29.64539909,-95.27890015,35.39310073852539,-97.60070037841797
WN,SNA,MDW,8.2,33.67570114,-117.8679962,41.785999,-87.752403
WN,PHX,IND,8.2,33.43429946899414,-112.01200103759766,39.7173,-86.294403
WN,MDW,SDF,8.19,41.785999,-87.752403,38.1744,-85.736
WN,MDW,RDU,8.19,41.785999,-87.752403,35.877601623535156,-78.7874984741211
WN,TPA,PVD,8.19,27.975500106811523,-82.533203125,41.732601,-71.420403
WN,MCI,BOS,8.18,39.2976,-94.713898,42.36429977,-71.00520325
WN,DAL,MCI,8.18,32.847099,-96.851799,39.2976,-94.713898
WN,STL,ICT,8.18,38.748697,-90.370003,37.649899,-97.433098
WN,ATL,HOU,8.17,33.6367,-84.428101,29.64539909,-95.27890015
WN,TUS,LAX,8.17,32.1161003112793,-110.94100189208984,33.94250107,-118.4079971
WN,MCO,ATL,8.15,28.429399490356445,-81.30899810791016,33.6367,-84.428101
WN,HOU,DEN,8.15,29.64539909,-95.27890015,39.861698150635,-104.672996521
WN,LAS,BWI,8.15,36.08010101,-115.1520004,39.1754,-76.668297
WN,FLL,DAL,8.15,26.072599,-80.152702,32.847099,-96.851799
WN,BNA,PHL,8.14,36.1245002746582,-86.6781997680664,39.87189865112305,-75.24109649658203
WN,TPA,DAL,8.14,27.975500106811523,-82.533203125,32.847099,-96.851799
WN,TPA,PIT,8.14,27.975500106811523,-82.533203125,40.49150085,-80.23290253
WN,MDW,GRR,8.13,41.785999,-87.752403,42.88079834,-85.52279663
WN,MDW,PHX,8.12,41.785999,-87.752403,33.43429946899414,-112.01200103759766
WN,LAS,HOU,8.1,36.08010101,-115.1520004,29.64539909,-95.27890015
WN,MDW,PDX,8.09,41.785999,-87.752403,45.58869934,-122.5979996
WN,MCO,CMH,8.07,28.429399490356445,-81.30899810791016,39.998001,-82.891899
WN,LAS,STL,8.06,36.08010101,-115.1520004,38.748697,-90.370003
WN,DAL,MSY,8.05,32.847099,-96.851799,29.99340057373047,-90.25800323486328
WN,FLL,ISP,8.04,26.072599,-80.152702,40.79520035,-73.10019684
WN,PNS,MCI,8.04,30.473400115967,-87.186599731445,39.2976,-94.713898
WN,DEN,DAL,8.03,39.861698150635,-104.672996521,32.847099,-96.851799
WN,DEN,MSP,8.02,39.861698150635,-104.672996521,44.882,-93.221802
WN,HOU,IND,8.02,29.64539909,-95.27890015,39.7173,-86.294403
WN,ECP,DAL,8.01,30.357106,-85.795414,32.847099,-96.851799
WN,LAS,OMA,8.01,36.08010101,-115.1520004,41.3032,-95.894096
WN,DAL,AMA,8.0,32.847099,-96.851799,35.219398,-101.706001
WN,PHX,DEN,7.99,33.43429946899414,-112.01200103759766,39.861698150635,-104.672996521
WN,PHX,OMA,7.99,33.43429946899414,-112.01200103759766,41.3032,-95.894096
WN,CMH,BOS,7.98,39.998001,-82.891899,42.36429977,-71.00520325
WN,FLL,MDW,7.98,26.072599,-80.152702,41.785999,-87.752403
WN,HOU,SAT,7.98,29.64539909,-95.27890015,29.533700942993164,-98.46980285644531
WN,MDW,HOU,7.97,41.785999,-87.752403,29.64539909,-95.27890015
WN,BNA,PNS,7.96,36.1245002746582,-86.6781997680664,30.473400115967,-87.186599731445
WN,MDW,DCA,7.94,41.785999,-87.752403,38.8521,-77.037697
WN,BWI,OAK,7.93,39.1754,-76.668297,37.721298,-122.221001
WN,MCO,PVD,7.92,28.429399490356445,-81.30899810791016,41.732601,-71.420403
WN,MCO,MSP,7.91,28.429399490356445,-81.30899810791016,44.882,-93.221802
WN,ATL,IND,7.91,33.6367,-84.428101,39.7173,-86.294403
WN,CHS,BNA,7.89,32.89860153,-80.04049683,36.1245002746582,-86.6781997680664
WN,BWI,PDX,7.89,39.1754,-76.668297,45.58869934,-122.5979996
WN,SAN,SEA,7.88,32.7336006165,-117.190002441,47.449001,-122.308998
WN,EWR,MCO,7.87,40.692501068115234,-74.168701171875,28.429399490356445,-81.30899810791016
WN,HOU,PHX,7.86,29.64539909,-95.27890015,33.43429946899414,-112.01200103759766
WN,SMF,HOU,7.86,38.69540023803711,-121.59100341796875,29.64539909,-95.27890015
WN,HRL,AUS,7.85,26.228500366210938,-97.65440368652344,30.194499969482422,-97.6698989868164
WN,SJC,BOI,7.85,37.362598,-121.929001,43.5644,-116.223
WN,LAS,SLC,7.85,36.08010101,-115.1520004,40.78839874267578,-111.97799682617188
WN,PHL,DAL,7.85,39.87189865112305,-75.24109649658203,32.847099,-96.851799
WN,BWI,ISP,7.84,39.1754,-76.668297,40.79520035,-73.10019684
WN,DAL,PDX,7.83,32.847099,-96.851799,45.58869934,-122.5979996
WN,BWI,CVG,7.83,39.1754,-76.668297,39.0488014221,-84.6678009033
WN,MSP,MKE,7.82,44.882,-93.221802,42.947200775146484,-87.89659881591797
WN,DEN,MSY,7.82,39.861698150635,-104.672996521,29.99340057373047,-90.25800323486328
WN,DAL,AUS,7.82,32.847099,-96.851799,30.194499969482422,-97.6698989868164
WN,DAL,BNA,7.81,32.847099,-96.851799,36.1245002746582,-86.6781997680664
WN,BHM,MCO,7.81,33.56290054,-86.75350189,28.429399490356445,-81.30899810791016
WN,MDW,CHS,7.8,41.785999,-87.752403,32.89860153,-80.04049683
WN,PHX,MSP,7.8,33.43429946899414,-112.01200103759766,44.882,-93.221802
WN,SFO,PDX,7.8,37.61899948120117,-122.375,45.58869934,-122.5979996
WN,ATL,MCI,7.8,33.6367,-84.428101,39.2976,-94.713898
WN,SEA,PHX,7.79,47.449001,-122.308998,33.43429946899414,-112.01200103759766
WN,SAN,MCO,7.79,32.7336006165,-117.190002441,28.429399490356445,-81.30899810791016
WN,DEN,OAK,7.79,39.861698150635,-104.672996521,37.721298,-122.221001
WN,BUF,PHX,7.79,42.94049835,-78.73220062,33.43429946899414,-112.01200103759766
WN,LAS,DEN,7.78,36.08010101,-115.1520004,39.861698150635,-104.672996521
WN,PHX,ONT,7.78,33.43429946899414,-112.01200103759766,34.055999755859375,-117.60099792480469
WN,DEN,HOU,7.77,39.861698150635,-104.672996521,29.64539909,-95.27890015
WN,BNA,MCO,7.74,36.1245002746582,-86.6781997680664,28.429399490356445,-81.30899810791016
WN,LAS,OAK,7.74,36.08010101,-115.1520004,37.721298,-122.221001
WN,LGA,DAL,7.72,40.77719879,-73.87259674,32.847099,-96.851799
WN,FLL,PIT,7.71,26.072599,-80.152702,40.49150085,-80.23290253
WN,DAL,MAF,7.71,32.847099,-96.851799,31.9424991607666,-102.2020034790039
WN,LAX,RNO,7.71,33.94250107,-118.4079971,39.49909973144531,-119.76799774169922
WN,BWI,BUF,7.7,39.1754,-76.668297,42.94049835,-78.73220062
WN,ATL,STL,7.7,33.6367,-84.428101,38.748697,-90.370003
WN,MSY,DAL,7.7,29.99340057373047,-90.25800323486328,32.847099,-96.851799
WN,HOU,CRP,7.69,29.64539909,-95.27890015,27.77039909362793,-97.5011978149414
WN,FLL,BDL,7.68,26.072599,-80.152702,41.9388999939,-72.68319702149999
WN,DEN,OMA,7.68,39.861698150635,-104.672996521,41.3032,-95.894096
WN,HOU,AUS,7.67,29.64539909,-95.27890015,30.194499969482422,-97.6698989868164
WN,SAT,HOU,7.66,29.533700942993164,-98.46980285644531,29.64539909,-95.27890015
WN,MDW,OMA,7.66,41.785999,-87.752403,41.3032,-95.894096
WN,LAS,TUL,7.66,36.08010101,-115.1520004,36.19839859008789,-95.88809967041016
WN,MKE,SFO,7.65,42.947200775146484,-87.89659881591797,37.61899948120117,-122.375
WN,LAX,BNA,7.64,33.94250107,-118.4079971,36.1245002746582,-86.6781997680664
WN,MEM,TPA,7.63,35.04240036010742,-89.97669982910156,27.975500106811523,-82.533203125
WN,SLC,LAX,7.62,40.78839874267578,-111.97799682617188,33.94250107,-118.4079971
WN,MCO,BUF,7.61,28.429399490356445,-81.30899810791016,42.94049835,-78.73220062
WN,HOU,BNA,7.61,29.64539909,-95.27890015,36.1245002746582,-86.6781997680664
WN,LAS,SAN,7.6,36.08010101,-115.1520004,32.7336006165,-117.190002441
WN,PHX,AUS,7.59,33.43429946899414,-112.01200103759766,30.194499969482422,-97.6698989868164
WN,STL,OKC,7.58,38.748697,-90.370003,35.39310073852539,-97.60070037841797
WN,PHX,ELP,7.58,33.43429946899414,-112.01200103759766,31.80719948,-106.3779984
WN,PHX,DTW,7.56,33.43429946899414,-112.01200103759766,42.212398529052734,-83.35340118408203
WN,ISP,PBI,7.56,40.79520035,-73.10019684,26.68320083618164,-80.09559631347656
WN,ATL,DCA,7.56,33.6367,-84.428101,38.8521,-77.037697
WN,STL,ATL,7.54,38.748697,-90.370003,33.6367,-84.428101
WN,PHL,TPA,7.54,39.87189865112305,-75.24109649658203,27.975500106811523,-82.533203125
WN,ALB,DEN,7.54,42.74829864501953,-73.80169677734375,39.861698150635,-104.672996521
WN,DEN,BOI,7.51,39.861698150635,-104.672996521,43.5644,-116.223
WN,BNA,TPA,7.51,36.1245002746582,-86.6781997680664,27.975500106811523,-82.533203125
WN,MCO,BDL,7.5,28.429399490356445,-81.30899810791016,41.9388999939,-72.68319702149999
WN,STL,MSP,7.49,38.748697,-90.370003,44.882,-93.221802
WN,HOU,HRL,7.47,29.64539909,-95.27890015,26.228500366210938,-97.65440368652344
WN,DEN,PHX,7.47,39.861698150635,-104.672996521,33.43429946899414,-112.01200103759766
WN,LAX,MDW,7.47,33.94250107,-118.4079971,41.785999,-87.752403
WN,HOU,STL,7.46,29.64539909,-95.27890015,38.748697,-90.370003
WN,AUS,TPA,7.45,30.194499969482422,-97.6698989868164,27.975500106811523,-82.533203125
WN,MDW,DEN,7.45,41.785999,-87.752403,39.861698150635,-104.672996521
WN,STL,MCO,7.44,38.748697,-90.370003,28.429399490356445,-81.30899810791016
WN,LAS,ABQ,7.43,36.08010101,-115.1520004,35.040199,-106.609001
WN,ATL,GSP,7.42,33.6367,-84.428101,34.8956985474,-82.2189025879
WN,STL,DAL,7.42,38.748697,-90.370003,32.847099,-96.851799
WN,MDW,DTW,7.42,41.785999,-87.752403,42.212398529052734,-83.35340118408203
WN,LAS,GEG,7.41,36.08010101,-115.1520004,47.61989974975586,-117.53399658203125
WN,ATL,BWI,7.4,33.6367,-84.428101,39.1754,-76.668297
WN,DAL,LAS,7.4,32.847099,-96.851799,36.08010101,-115.1520004
WN,OAK,CMH,7.4,37.721298,-122.221001,39.998001,-82.891899
WN,MDW,SJC,7.4,41.785999,-87.752403,37.362598,-121.929001
WN,BNA,MSP,7.38,36.1245002746582,-86.6781997680664,44.882,-93.221802
WN,LAS,SMF,7.37,36.08010101,-115.1520004,38.69540023803711,-121.59100341796875
WN,MSY,HOU,7.37,29.99340057373047,-90.25800323486328,29.64539909,-95.27890015
WN,OAK,PHX,7.35,37.721298,-122.221001,33.43429946899414,-112.01200103759766
WN,DTW,DAL,7.35,42.212398529052734,-83.35340118408203,32.847099,-96.851799
WN,MSY,DEN,7.34,29.99340057373047,-90.25800323486328,39.861698150635,-104.672996521
WN,BNA,DAL,7.32,36.1245002746582,-86.6781997680664,32.847099,-96.851799
WN,BWI,CLE,7.32,39.1754,-76.668297,41.4117012024,-81.8498001099
WN,MSY,SJC,7.31,29.99340057373047,-90.25800323486328,37.362598,-121.929001
WN,DEN,MCO,7.3,39.861698150635,-104.672996521,28.429399490356445,-81.30899810791016
WN,CHS,DEN,7.3,32.89860153,-80.04049683,39.861698150635,-104.672996521
WN,ABQ,AUS,7.29,35.040199,-106.609001,30.194499969482422,-97.6698989868164
WN,FLL,STL,7.29,26.072599,-80.152702,38.748697,-90.370003
WN,TPA,STL,7.29,27.975500106811523,-82.533203125,38.748697,-90.370003
WN,MCO,RDU,7.28,28.429399490356445,-81.30899810791016,35.877601623535156,-78.7874984741211
WN,CLT,BNA,7.26,35.2140007019043,-80.94309997558594,36.1245002746582,-86.6781997680664
WN,MDW,STL,7.26,41.785999,-87.752403,38.748697,-90.370003
WN,HOU,SAN,7.24,29.64539909,-95.27890015,32.7336006165,-117.190002441
WN,DAL,BWI,7.24,32.847099,-96.851799,39.1754,-76.668297
WN,PHL,MCO,7.23,39.87189865112305,-75.24109649658203,28.429399490356445,-81.30899810791016
WN,MCO,DAL,7.22,28.429399490356445,-81.30899810791016,32.847099,-96.851799
WN,SJC,ONT,7.22,37.362598,-121.929001,34.055999755859375,-117.60099792480469
WN,TPA,MKE,7.21,27.975500106811523,-82.533203125,42.947200775146484,-87.89659881591797
WN,BWI,SJC,7.21,39.1754,-76.668297,37.362598,-121.929001
WN,SAN,BNA,7.21,32.7336006165,-117.190002441,36.1245002746582,-86.6781997680664
WN,PDX,ONT,7.21,45.58869934,-122.5979996,34.055999755859375,-117.60099792480469
WN,STL,BNA,7.2,38.748697,-90.370003,36.1245002746582,-86.6781997680664
WN,ECP,BWI,7.2,30.357106,-85.795414,39.1754,-76.668297
WN,STL,DTW,7.2,38.748697,-90.370003,42.212398529052734,-83.35340118408203
WN,LAS,BOI,7.19,36.08010101,-115.1520004,43.5644,-116.223
WN,STL,TPA,7.17,38.748697,-90.370003,27.975500106811523,-82.533203125
WN,SNA,MCI,7.17,33.67570114,-117.8679962,39.2976,-94.713898
WN,OAK,ONT,7.17,37.721298,-122.221001,34.055999755859375,-117.60099792480469
WN,DEN,ABQ,7.17,39.861698150635,-104.672996521,35.040199,-106.609001
WN,SJC,AUS,7.17,37.362598,-121.929001,30.194499969482422,-97.6698989868164
WN,ATL,PHL,7.16,33.6367,-84.428101,39.87189865112305,-75.24109649658203
WN,MSY,PIT,7.15,29.99340057373047,-90.25800323486328,40.49150085,-80.23290253
WN,BWI,PBI,7.14,39.1754,-76.668297,26.68320083618164,-80.09559631347656
WN,SAN,MSY,7.12,32.7336006165,-117.190002441,29.99340057373047,-90.25800323486328
WN,OAK,PDX,7.12,37.721298,-122.221001,45.58869934,-122.5979996
WN,BWI,ATL,7.11,39.1754,-76.668297,33.6367,-84.428101
WN,STL,LIT,7.11,38.748697,-90.370003,34.729400634799994,-92.2242965698
WN,PHX,BNA,7.11,33.43429946899414,-112.01200103759766,36.1245002746582,-86.6781997680664
WN,ATL,RIC,7.11,33.6367,-84.428101,37.50519943237305,-77.3197021484375
WN,DEN,BNA,7.1,39.861698150635,-104.672996521,36.1245002746582,-86.6781997680664
WN,BNA,CMH,7.09,36.1245002746582,-86.6781997680664,39.998001,-82.891899
WN,ATL,CLE,7.09,33.6367,-84.428101,41.4117012024,-81.8498001099
WN,SEA,SAN,7.09,47.449001,-122.308998,32.7336006165,-117.190002441
WN,FLL,AUS,7.08,26.072599,-80.152702,30.194499969482422,-97.6698989868164
WN,PHX,RNO,7.07,33.43429946899414,-112.01200103759766,39.49909973144531,-119.76799774169922
WN,BUR,LAS,7.07,34.20069885253906,-118.35900115966797,36.08010101,-115.1520004
WN,MDW,CMH,7.07,41.785999,-87.752403,39.998001,-82.891899
WN,PHX,SMF,7.05,33.43429946899414,-112.01200103759766,38.69540023803711,-121.59100341796875
WN,STL,TUL,7.05,38.748697,-90.370003,36.19839859008789,-95.88809967041016
WN,ATL,PIT,7.05,33.6367,-84.428101,40.49150085,-80.23290253
WN,DCA,MKE,7.04,38.8521,-77.037697,42.947200775146484,-87.89659881591797
WN,CVG,DEN,7.03,39.0488014221,-84.6678009033,39.861698150635,-104.672996521
WN,BNA,DCA,7.03,36.1245002746582,-86.6781997680664,38.8521,-77.037697
WN,TPA,FLL,7.03,27.975500106811523,-82.533203125,26.072599,-80.152702
WN,AUS,PDX,7.02,30.194499969482422,-97.6698989868164,45.58869934,-122.5979996
WN,DCA,OMA,7.01,38.8521,-77.037697,41.3032,-95.894096
WN,AUS,SEA,7.01,30.194499969482422,-97.6698989868164,47.449001,-122.308998
WN,LGA,ATL,7.0,40.77719879,-73.87259674,33.6367,-84.428101
WN,MCO,FLL,7.0,28.429399490356445,-81.30899810791016,26.072599,-80.152702
WN,AUS,MCO,7.0,30.194499969482422,-97.6698989868164,28.429399490356445,-81.30899810791016
WN,PDX,BUR,7.0,45.58869934,-122.5979996,34.20069885253906,-118.35900115966797
WN,DEN,SAT,6.99,39.861698150635,-104.672996521,29.533700942993164,-98.46980285644531
WN,DAL,SAN,6.99,32.847099,-96.851799,32.7336006165,-117.190002441
WN,BNA,MSY,6.98,36.1245002746582,-86.6781997680664,29.99340057373047,-90.25800323486328
WN,LAS,BUF,6.98,36.08010101,-115.1520004,42.94049835,-78.73220062
WN,SMF,BOI,6.98,38.69540023803711,-121.59100341796875,43.5644,-116.223
WN,BWI,MCO,6.97,39.1754,-76.668297,28.429399490356445,-81.30899810791016
WN,LAS,OKC,6.97,36.08010101,-115.1520004,35.39310073852539,-97.60070037841797
WN,HOU,BWI,6.96,29.64539909,-95.27890015,39.1754,-76.668297
WN,DEN,MDW,6.96,39.861698150635,-104.672996521,41.785999,-87.752403
WN,BWI,FLL,6.95,39.1754,-76.668297,26.072599,-80.152702
WN,MCO,IND,6.95,28.429399490356445,-81.30899810791016,39.7173,-86.294403
WN,LAS,MKE,6.93,36.08010101,-115.1520004,42.947200775146484,-87.89659881591797
WN,MSY,TPA,6.93,29.99340057373047,-90.25800323486328,27.975500106811523,-82.533203125
WN,HOU,MDW,6.93,29.64539909,-95.27890015,41.785999,-87.752403
WN,CMH,OAK,6.93,39.998001,-82.891899,37.721298,-122.221001
WN,SEA,SJC,6.93,47.449001,-122.308998,37.362598,-121.929001
WN,OAK,BNA,6.92,37.721298,-122.221001,36.1245002746582,-86.6781997680664
WN,LAS,BUR,6.92,36.08010101,-115.1520004,34.20069885253906,-118.35900115966797
WN,MSY,ATL,6.91,29.99340057373047,-90.25800323486328,33.6367,-84.428101
WN,LAS,CLE,6.91,36.08010101,-115.1520004,41.4117012024,-81.8498001099
WN,DEN,STL,6.9,39.861698150635,-104.672996521,38.748697,-90.370003
WN,DAL,ECP,6.89,32.847099,-96.851799,30.357106,-85.795414
WN,STL,OMA,6.86,38.748697,-90.370003,41.3032,-95.894096
WN,ISP,TPA,6.85,40.79520035,-73.10019684,27.975500106811523,-82.533203125
WN,HOU,ELP,6.85,29.64539909,-95.27890015,31.80719948,-106.3779984
WN,OKC,DCA,6.85,35.39310073852539,-97.60070037841797,38.8521,-77.037697
WN,MCO,BWI,6.84,28.429399490356445,-81.30899810791016,39.1754,-76.668297
WN,BOS,BWI,6.84,42.36429977,-71.00520325,39.1754,-76.668297
WN,LAS,RNO,6.84,36.08010101,-115.1520004,39.49909973144531,-119.76799774169922
WN,MDW,PIT,6.82,41.785999,-87.752403,40.49150085,-80.23290253
WN,MCO,BNA,6.82,28.429399490356445,-81.30899810791016,36.1245002746582,-86.6781997680664
WN,MDW,ABQ,6.82,41.785999,-87.752403,35.040199,-106.609001
WN,BWI,SLC,6.81,39.1754,-76.668297,40.78839874267578,-111.97799682617188
WN,PHX,PDX,6.81,33.43429946899414,-112.01200103759766,45.58869934,-122.5979996
WN,PHX,HOU,6.81,33.43429946899414,-112.01200103759766,29.64539909,-95.27890015
WN,LAS,SAT,6.8,36.08010101,-115.1520004,29.533700942993164,-98.46980285644531
